Material,Total Qty
20051331,4
20001958,4
20009171,4
20010322,5
20012244,4
20012495,11
20052084,2
20052096,3
20003571,1
20000984,9
20000985,2
20008490,15
20001846,161
20001009,2
20001965,4
30006841,100
20001883,2
20002052,1
20008453,2
20008454,2
20008455,2
20008628,8
20013411,12
30016284,4
30016285,3
30019775,10
30019778,28
30016140,5
30016286,1
20106716,4
30009476,474
20015118,4
20015119,4
20014955,6
20015085,17
20215480,2
20008876,3
20014871,1
20015115,6
20014833,1
20014915,9
20014965,5
20015000,1
20057961,5
20008916,46
20008944,31
20014929,2
20014930,2
20014946,1
20014973,7
20014981,3
20014984,1
20015007,8
20015084,1
20014763,12
20014768,10
20014803,3
20014896,3
20014948,3
20014957,13
20014961,1
20014974,5
20015003,6
20015011,8
20015016,2
20015024,1
20014756,2
20014756,3
20014757,1
20014758,3
20014760,5
20014761,4
20014769,4
20014874,6
20014941,2
20014942,1
20014971,2
20008970,3
20014918,1
20014922,5
20014924,2
20014925,6
20014934,2
20014936,7
20014989,1
20015012,3
20008973,7
20014912,1
20008997,6
20014947,2
20008965,15
20014954,6
20008907,3
20009059,4
20014943,1
20014979,1
20014980,1
20014981,1
20009057,11
20014746,8
20014765,4
20008978,2
20014755,16
20014759,1
20014938,4
20014939,1
20008977,1
20014916,1
20014917,1
20014910,1
20014912,4
20008954,14
30057416,1
20014891,5
20052004,11
20014858,7
20015122,1
20015123,1
20015124,1
20015125,1
20010711,2
20015063,3
20011284,3
20014870,3
20014902,6
20014885,1
20014901,1
20014873,10
20008972,1
20008976,4
20008987,22
20014985,3
20015029,2
20008898,111
20009001,5
20009054,47
20014770,1
20014928,2
20014967,5
20015015,2
20015020,2
20008999,11
20014983,1
20015013,9
20014933,4
20014956,2
20007865,3
20007866,7
20007867,8
20013910,5
20051730,5
20014898,3
20014899,2
20014903,6
20014904,2
20014905,2
20014906,3
20014993,1
20014886,4
20014887,4
20014888,3
20014889,3
20014890,2
20014894,20
20014895,18
20011969,2
20014877,2
20014878,2
20014881,3
20014884,1
20014992,1
20015120,5
20008963,6
20014868,2
20014869,4
20014875,3
20014876,11
20014940,10
20014863,2
20014864,1
20014866,4
20014732,60
20001898,4
20012446,13
20004123,5
20106707,4
20012857,3
20007864,8
20007868,1
20009266,1
20012126,20
20012240,2
20012241,6
20058089,2
20008448,3
20011957,1
20016255,3
20054515,49
20010630,10
20012196,6
20013491,4
20051042,51
20102949,5
20007860,4
20007861,7
20007931,8
20012232,4
20012235,3
20012242,10
20010603,1
20011939,4
20012771,13
20101175,4
20010348,1
20012212,1
20012213,6
20012214,5
20012221,1
20012222,2
20012231,2
20012466,2
20012467,2
20012468,2
20106528,2
20009997,6
20052111,1
20054708,5
20054839,2
20054964,6
20054588,2
20054595,2
20054713,6
20054832,3
20054575,3
20055231,8
20055232,5
20056105,7
20008506,2
20054179,2
20011860,2
20051880,2
20051222,2
20008617,1
20051221,2
20051394,3
20051122,13
30016077,9
20007950,6
20007967,3
20051282,9
20051266,8
20051271,3
20051272,1
20002585,2
20051939,2
20051928,6
20006813,3
20011945,5
20001878,5
20052193,15
20006680,19
20006681,6
20009261,10
20013740,10
20051043,6
20012394,4
20007098,13
20051082,4
20050788,1
20052961,1
20008563,3
20009260,5
20007841,8
20051039,8
20006739,18
20008550,5
30016085,1
20056817,1
30002355,15
70101972,1
20009917,1
20010315,6
20012852,1
20052759,11
20003612,2
20011970,1
30008864,3
20001203,16
30016178,16
30016195,12
30016194,18
30016049,26
30016203,6
20015741,1
30011228,9
30009538,12
20055849,1
20055850,4
20057987,70
20010371,2
20011390,12
20011434,7
20011434,21
20012047,2
20012624,9
20012625,9
20003869,5
20010703,9
20011109,1
20012044,11
20012046,5
20003389,1
20003466,7
20005642,14
20009060,445
20009265,4
20009887,3
20009888,3
20014963,35
20052224,3
20057054,1
20009886,3
20009889,3
20011461,9
20210531,1
30016377,2
20003425,30
20003487,2
30016363,7
20011416,25
20012975,1
20013380,1
30048334,20
20013460,1
20013489,1
30048337,130
20013527,2
30006642,12
20055418,45
30009197,1
70100133,25
30006222,4
30006818,8
30002986,73
30003432,1
30005208,10
30002981,11
30006050,33
30000273,1
30018747,2
30005040,5
30005066,14
30005067,6
30017392,24
30017399,14
30009463,1
30003464,1
20055276,4
30017393,10
30003200,1
30005550,1
20055259,1
20056198,1
20055254,1
20055284,1
20056178,4
20056177,1
20055248,2
20056182,2
20054891,2
20056196,2
20056112,6
20056114,5
20056176,4
20056184,1
30010996,537
20003594,6
20006375,7
30057233,4
30057275,1
30005642,2
30005907,1
30057231,4
30003382,7
30005447,2
30005910,2
30003716,1
30019275,4
40200637,10
70100023,1
30002747,1
20012851,1
20052852,1
20012368,6
20013554,10
20014597,10
20013994,7
20013993,14
20007002,53
20013997,5
20013996,7
20012687,3
20014615,4
20014618,5
20012011,4
20012370,4
30004302,4
20012013,3
20012014,5
20007006,19
20014612,1
20004844,15
30011005,6
30006109,8
20002462,11
20006558,5
20003593,6
20012765,2
20007005,1
20002289,1
30003244,1
30003420,10
30003468,1
30005643,7
30005786,6
30005138,3
30005145,1
30005152,1
30005791,2
30006635,1
30005342,1
30005107,18
30005763,67
30005763,1
30003479,13
30005757,59
30006577,2
30004893,4
30005641,4
30003241,1
30009654,3
30006594,51
30006595,25
30005633,7
30048336,8
20057831,3
20057879,3
20015473,9
20015501,3
20013895,2
30006620,976
30006621,6
30006621,553
20003874,1
20007869,14
20015875,148
20003887,5
20004658,2
20012861,1
20014130,2
20057171,1
20005684,2
20006946,4
20008564,6
20009884,1
20015054,4
20015077,4
20006877,4
20014762,8
20015350,4
30006209,"2,000"
20003480,4
20009170,11
20012999,2
20013000,2
30019905,5
30009427,736
30016243,5
80100939,250
70101350,600
30006534,76
20008483,2
20010054,44
20015059,3
20015091,9
20016200,30
20015093,63
20015094,47
20015095,42
20015102,4
20015092,36
20008937,7
20008937,59
20009061,5
20009061,392
20010391,1
20012877,29
20015090,2
20015098,1
20015100,5
20015105,1
20015088,39
20015089,7
20015096,4
20015097,14
20015101,6
20003750,2
20074192,40
20003862,2
20005091,3
20015039,4
20056846,10
20003785,1
20003923,4
20010654,6
20015052,9
20015053,2
20001620,8
20008511,11
20010644,1
20016237,4
30003048,4
20004410,8
20005687,1
20014050,2
20015073,13
20051570,129
20003453,1
20015072,14
20015078,4
40200710,115
20005671,1
20012036,9
20012271,4
20003475,2
20004836,14
20010696,1
20014062,2
20050864,12
20050980,12
20011098,6
20011102,18
20016227,3
20003861,7
20010650,3
20012039,2
20003544,1
20003558,9
20003925,2
20003935,1
20010310,4
20010648,4
20006682,2
20012029,1
20015033,20
20015036,2
20015037,2
20015038,6
20015040,2
20003762,1
20004814,6
20004857,2
20004858,1
20006697,1
20011225,2
20011877,1
20002100,2
20005806,8
20015873,2
20051532,5
20059429,4
20001361,3
20003361,2
20003761,2
20004854,3
20004885,4
20013784,18
20015872,4
20015885,8
20051571,7
20008739,6
20012035,3
20015022,3
20016163,32
20001365,4
20001641,33
20011246,14
20012288,1
20014099,14
20053025,4
20011244,4
20047299,1
20053026,6
20098050,16
20106534,4
20009894,1
20013505,6
20013506,10
20014110,3
20057517,10
30016117,2
20011669,5
20014148,3
20015877,2
20051991,6
20214512,1
20003376,13
20003757,3
20016314,11
20098056,22
20008096,6
20009065,2
20014104,4
20051163,4
20052742,6
30008862,6
20001733,1
20007231,3
20007232,3
20013843,3
20211600,2
20007004,1
20007432,1
20013842,3
20053024,38
20003747,8
20015868,27
20051544,4
20051549,8
20051992,6
20053021,2
20056819,3
20059578,2
20057473,1
20002124,10
20002125,1
20011156,11
20011604,14
20002127,10
20007998,12
20003317,3
20006661,6
20008695,14
20011256,6
20051139,6
20051498,5
20051499,2
20053020,12
20002156,3
20002161,1
20003732,1
20003752,1
20008008,1
20008496,2
20047295,8
20047311,11
20051987,1
20008720,4
20008774,1
20011457,11
20011458,3
20047296,11
20052158,1
30016272,10
20002134,2
20007769,5
20009135,4
20011161,12
20011694,3
20011706,4
20014061,3
20003043,28
20014018,2
20014063,4
20015547,4
20015845,6
20051565,1
20052144,10
20052150,5
20057399,2
20001261,24
20007775,23
20007999,11
20008017,8
20014106,2
20014131,2
20014156,2
20002167,6
20002171,2
20008014,4
20014144,5
20053012,9
20053013,2
20053016,2
20006876,2
20008717,8
20014116,6
20015871,1
20015876,18
20003428,1
20008556,10
20012303,2
20015865,68
20001220,26
20016159,6
20011115,4
20001223,15
20003532,50
20011124,17
20013323,2
20014498,1
20011999,5
20015030,91
20015045,8
20001698,2
20003879,7
20005347,1
20014913,2
20015031,33
20015041,2
20015042,2
20015043,1
20015044,1
20009003,4
20015111,3
20001117,1
30003348,531
30011496,1
30004707,7
30004805,34
20217095,3
30004562,4
20058134,76
20016028,27
20012315,2
20011127,21
20011114,23
30003273,32
30003351,44
30004624,7
20098811,3
20221516,6
20009896,22
20016169,2
20008691,1
20010320,8
20010628,4
20001117,24
20001118,25
20006683,42
20006684,28
20006685,21
20008654,1
20009974,6
20058586,31
20007985,8
20010627,9
20010667,4
20001727,12
20003937,1
20005088,2
20015027,2
20012666,3
20014219,5
20052803,12
20010659,18
20098958,4
20010072,4
20014363,23
20014749,3
20014748,1
20106636,1
20106637,1
20106638,1
20003780,3
20052299,3
20052300,3
20008022,8
20011605,1
20011940,3
20015854,3
20015892,19
20051594,1
20002176,7
20004949,2
20051504,3
20051986,3
20106533,4
20002438,20
20007239,3
20008016,9
20009220,2
20106536,2
20007188,1
20013696,2
20014210,1
20016025,8
20051602,2
20051603,3
20051609,4
20098070,36
20001718,2
20008721,4
20008728,2
20008744,3
20011686,8
20014305,2
20008729,6
20011902,444
20016172,8
20102991,7
20003206,25
20013938,2
20106745,13
20214505,2
20001363,1
20002195,9
20002196,2
20003282,2
20011247,1
20011249,7
20015916,10
20001266,1
20009005,1
20009006,1
20014440,1
20015788,2
20015890,2
20015952,12
20056881,1
20011567,2
20014222,4
20001741,2
20002192,2
20014229,1
20214517,2
20001022,8
20001738,1
20008006,1
20009895,3
20011684,127
20012882,4
20012882,5
20015887,20
20051578,5
20053039,21
20005849,2
20015787,17
20051554,7
20007074,4
20008019,2
20015891,17
20015987,8
20016315,1
20015352,4
20051999,1
20054209,2
20057159,1
20004822,2
20004920,1
20006663,9
20051580,26
20051581,12
20052114,1
20058025,2
20001848,1
20006664,34
20006885,32
20007783,8
20011214,15
20007782,2
20004906,12
20007224,3
20009217,1
20012289,1
20051583,1
20052145,2
20052146,2
20002189,1
20002516,30
20007235,2
20007236,2
20011841,2
20014718,49
20051557,6
20057396,3
20001735,1
20004703,41
20004704,35
20005818,6
20015971,2
20214472,1
20001736,3
20002431,8
20003774,2
20008013,1
20014167,3
20016145,2
20051995,13
20057272,6
20051569,16
20051629,15
20056659,9
20001256,1
20014261,5
20014262,5
20051715,1
20002442,121
20012636,4
20012637,6
20004948,1
20005591,17
20010380,2
20012037,1
20013822,4
20014364,2
20010365,3
20010702,7
20011116,2
20106639,1
20009881,2
20010360,6
20011112,6
20056688,5
20010026,3
20011998,1
20012038,1
20013496,4
20014223,2
20014371,2
20010352,1
20014129,1
20014442,2
20214082,1
20008828,6
20009231,1
20012052,1
20014672,1
20051682,1
20009253,4
20009259,24
20001269,1
20001270,1
20008553,5
20008793,1
20014157,1
20057448,3
20015028,1
20010704,6
20011119,2
20011121,2
20011194,6
20014994,2
20015099,5
30004484,15
20014766,26
20014780,2
20014995,1
20014998,3
20015021,1
20015056,13
20015082,2
20008996,5
20014964,39
20015086,12
20056845,11
80100817,71
20011126,9
20013486,4
20051060,20
20051061,20
20051098,6
20012299,2
20051443,5
20051444,8
20002246,20
20005605,10
20007974,1
20008677,1
20008679,1
20009043,4
20016195,14
20051450,19
20002083,1
20006666,8
20007182,1
20007832,3
20014673,5
20051457,1
20052213,4
20054203,4
20002563,30
20005588,4
20007826,4
20012002,2
20012003,2
20015556,1
20052910,1
20002235,3
20007978,6
20051440,3
20059222,20
20001705,4
20007165,4
20007971,3
20007976,3
20008632,6
20013461,3
20051409,6
20051452,7
20007827,7
20008670,1
20009200,2
20014724,139
20015797,1
20051369,5
20003682,1
20003794,6
20006902,5
20010050,10
20013317,13
20001215,7
20007164,11
20011814,15
20011869,1
20013280,28
20003713,4
20003795,2
20009999,1
20050820,4
20050905,4
20051081,1
20007072,21
20007828,7
20015533,2
20015856,22
20050863,4
20050976,4
20051422,7
20051967,8
20015359,1
20002104,2
20004608,2
20004609,2
20008659,7
20009196,3
20013265,1
20013623,14
20015839,34
20001002,4
20002291,2
20003261,4
20007972,3
20008658,2
20001000,14
20001003,3
20007936,1
20009064,1
20056895,3
20006659,5
20015969,1
20051095,40
20051096,101
20051451,2
20051456,2
20059389,15
20002096,2
20003608,1
20015538,5
20046983,1
20051459,1
20053105,5
20002568,1
20007969,2
20008666,2
20013897,2
20051968,2
20056643,2
20002076,1
20004591,2
20008665,2
20013638,1
20013771,1
20014006,2
20015838,11
20015840,4
20052132,4
20002091,5
20002092,5
20006855,19
20007980,1
20007981,1
20011378,32
20051667,3
20052241,1
20003701,1
20011868,4
20001708,4
20005628,44
20007272,1
20002080,1
20008667,1
20051093,150
20006955,2
20011659,12
20052212,3
20001262,3
30008874,482
30008878,102
30008871,"1,470"
30008879,386
30008889,36
30008859,5
30008860,61
30008865,22
30008872,261
20008989,1
30008866,43
30008877,14
30008888,9
30008867,1
30008870,30
30008875,29
30008882,108
30008861,14
30008880,1
30008881,56
30008895,15
30002803,341
30019767,4
30019768,4
30019770,359
30019771,309
30019783,372
30019784,206
30016012,95
30016329,669
20009955,2
20015848,265
20010013,5
20010074,11
20214506,2
20009209,21
20008694,21
20009111,22
20010066,10
20014171,1
20014176,1
20008716,9
20013536,2
20014694,37
20015852,124
20003916,2
20008678,14
20009093,3
20010361,1
20010709,4
20010713,5
30005590,6
20002569,1
20008575,2
20010350,2
20013058,2
70101298,100
20050823,5
20009945,13
20010207,1
30016239,11
30016240,3
30016246,4
30016242,28
30016245,6
20002251,1
20011157,17
20052249,2
20052316,2
20106588,2
20106589,4
20009208,2
20010697,47
20011892,6
20008692,12
20009048,16
20015962,181
20015972,124
20001628,28
20004465,2
20010675,2
20014471,1
20059797,2
20003866,9
20003947,1
20004539,6
20010151,60
20003183,3
20000950,6
20001780,46
20013446,35
20015956,6
20000940,6
20067744,19
20004175,4
20010375,1
20010632,8
20012066,1
20015081,21
20001354,20
20004152,21
20011130,2
20012228,4
20051806,2
20220952,1
20002250,1
20003583,2
20005629,2
20016206,1
20052309,1
30007183,150
20003892,3
20003932,1
20004437,7
20001584,3
20010031,5
20014404,2
20016203,1
20009256,78
20009258,2
20067745,20
20067746,17
20067748,76
20067741,37
20067743,76
20067747,157
20009225,1
20014436,16
20202621,26
20214535,6
20003573,2
20011128,2
20005293,1
20051663,2
20053062,1
20008805,2
20002255,4
20003748,2
20011881,2
20014248,2
20014387,14
20052242,1
20052305,1
20002254,4
20005513,5
20008804,1
20051574,2
20013796,2
20051558,25
20057311,1
20098091,24
20003776,3
20006908,3
20051121,1
20052304,1
20052814,8
20011670,25
20014288,2
20001754,4
20005150,1
20007249,1
20013804,56
20051666,2
20052312,2
20106622,6
20008790,4
20059584,2
20106614,1
20011825,11
20015756,1
20051646,2
20106613,1
20006760,1
20008031,3
20011824,13
20016193,8
20002221,9
20002222,10
20052311,1
20002405,26
20002443,2
20003280,2
20005154,2
20006909,11
20006943,1
20014665,15
20056644,2
20008802,2
20012050,2
20056686,5
20006424,3
20002360,2
20225248,3
20003743,1
20003760,4
20014172,4
20059464,3
20002175,7
20002596,1
20008150,1
20053022,1
20103310,2
20006880,1
20001244,1
20001255,1
20005848,10
20008010,3
20051533,2
20052142,2
20052147,3
20006060,3
20011164,13
20012541,2
20015855,22
20016165,2
20002311,1
20003753,2
20012268,1
20012632,1
20014031,1
20051572,6
20006780,49
20051645,11
20001799,3
20001979,4
20003362,2
20003773,12
20015883,4
20050882,2
20057268,6
20001359,2
20001700,1
20002583,1
20006698,7
20002135,8
20003926,2
20051998,26
20106555,6
20002183,10
20004877,9
20014057,3
20015879,20
20011736,2
20015874,56
20052141,3
20001151,48
20001851,2
20002179,3
20003277,2
20003744,1
20004896,2
20016170,3
20003742,1
20003766,2
20003767,2
20012249,1
20047302,1
20003772,2
20004891,3
20014134,1
20014168,2
20052153,1
20002162,1
20003278,1
20007234,3
20051993,6
20051994,2
20003758,74
20003768,8
20008132,6
20008710,2
20009976,3
20014027,5
20015881,4
20106551,16
30002703,"1,268"
30002704,"2,311"
30002706,"1,158"
30006698,681
30006705,264
30002720,3
30002720,11
30006065,174
30006042,224
30006055,210
30006057,493
30006058,159
30006035,"3,118"
30006699,68
30006722,37
30007162,148
30002707,136
30008863,16
20001818,7
20003336,6
30057065,68
20014705,19
30001901,86
30002719,12
30009460,4
30006479,"5,759"
30006480,"1,923"
30006483,"1,600"
30006661,"1,199"
30006696,11
30006697,18
30006731,31
30006757,73
30007031,100
30009177,"1,788"
30009178,"1,874"
30006732,6
30006327,40
30005011,200
30005125,52
30006855,242
30006855,1
30003474,730
30005096,33
30005097,4
30005097,224
30005098,127
30006860,189
30005009,14
30005221,34
30006106,186
30006853,112
30006854,312
30006856,158
30006856,1
30006857,400
30006859,227
30006861,1
30006862,398
30006865,187
30006879,72
30002961,60
30005006,8
30006887,90
30005123,208
30005124,194
20006952,305
30004543,125
30009503,1
30005771,259
30005773,336
30009496,25
30018179,52
30003251,152
30006559,35
30009494,79
30009502,120
30009504,145
30006546,34
30007218,156
30007219,218
30007220,22
30007221,9
30009537,30
30002960,52
20005250,5
30005639,1
20015863,12
30012077,1
20014908,23
30006275,42
10043238,"1,588"
40200683,700
30006606,"1,250"
30006609,"2,433"
30006628,190
20056760,1
20012614,6
20012615,6
20001017,8
20001755,76
20008932,10
20015425,1
20015447,6
20050977,7
20052117,3
20001040,3
20002231,4
20002389,22
20008794,2
20008795,6
20012532,49
20050882,7
20051514,14
20051625,19
20011865,2
20015434,1
20050981,1
20051186,25
20051624,15
20052271,27
20052307,30
20224083,18
20002074,13
20002132,4
20002230,99
20002232,70
20011820,7
20011821,32
20015793,43
20016306,118
20052778,178
20008113,10
20015167,3
20015251,3
20015386,2
20015407,7
20015409,1
20015424,3
20015442,1
20050952,12
20052088,15
20052288,34
20002238,16
20007175,18
20007177,4
20007178,1
20007189,16
20015196,1
20015250,2
20015410,1
20015421,1
20006775,3
20006901,15
20015184,3
20015414,3
20015426,7
20051711,62
20098927,2
20001018,8
20006818,166
20011794,87
20015178,1
20015180,2
20015237,2
20050968,3
20051009,35
20051153,30
20051154,69
20051326,32
20006731,101
20006829,3
20015247,1
20015811,181
20015846,209
20015986,94
20051008,31
20051212,34
20051228,57
20051356,54
20051437,41
20051438,47
20002233,6
20002386,220
20002401,143
20002434,86
20006837,5
20011211,57
20015231,2
20015427,2
20050670,33
20050673,4
20051488,37
20052805,179
20000963,5
20013543,39
20013543,185
20051018,41
20051391,38
20051424,17
20051840,44
20051864,17
20051918,16
20051948,47
20052284,24
10115320,54
10115321,27
20001010,13
20006922,5
20006923,12
20015239,9
20015248,4
20015390,14
20015398,4
20015445,9
20015173,1
20015189,3
20015193,2
20015232,2
20015233,3
20015378,1
20015380,2
20015385,1
20015408,1
30009471,871
20001007,1
20008514,36
20009142,28
20008610,17
20008754,9
20008961,21
20009215,9
20051638,8
20051845,28
20054253,33
20007935,16
20008102,19
20008597,10
20008611,32
20008799,93
20009117,4
20008050,65
20008731,13
20008798,92
20011464,35
20051562,84
20051639,5
20007945,6
20007993,12
20008417,6
20008700,21
20008959,4
20051325,10
10088219,2
30006622,15
20009953,1
20010196,4
20001857,10
20005666,1
20010073,1
20015732,6
20051674,4
20007905,44
20009124,11
20014470,1
20014489,3
20015014,17
20001287,11
20001288,14
20001627,1
20001895,4
20003524,2
20003771,4
20011936,3
20014842,11
20014845,9
20014843,8
20004721,9
20008144,1
20013292,1
20049579,20
30000101,4
30000112,2
30000153,2
30000064,5
30000151,1
30000128,2
20016067,2
30000176,3
10088220,1
10088221,4
10088223,4
20049617,1
20049641,2
20049665,1
20100790,10
30000422,3
20012611,10
30004125,2
30003683,1
10088234,1
30000856,1
30008274,9
30003003,1
30003004,1
20001341,21
20010607,11
20010608,11
20001207,20
20010610,14
20011933,25
20011934,19
30005686,41
20000944,43
20008396,17
20008397,20
20008398,19
20010076,5
20011904,27
20013647,45
20013651,15
20106594,2
20007897,10
20008421,5
20010618,2
20011938,5
20011982,7
20013156,2
20013157,2
20051265,2
20054266,10
30009136,703
10088227,2
10088228,2
10088229,2
20001342,14
20003581,3
20004720,9
20013634,2
20014653,2
20000943,10
20001310,4
20001343,5
20014173,4
20009023,6
20009024,9
20010599,3
20011120,2
20011899,13
20000945,4
20003499,1
20009108,8
20009212,8
20012274,1
20014024,2
20009876,2
20010060,2
20015866,180
20011385,909
20011388,214
20011392,249
20001308,2
20012051,3
20052176,1
20011077,16
20011406,87
20011409,5
20011418,7
20011429,33
20014289,1
20001989,4
20011430,51
20014118,1
20001596,2
20001621,5
20001645,6
20004241,6
20012376,2
20012377,2
20012378,2
20012403,3
20012796,3
20057435,6
20006675,39
20016095,22
30006858,16
20014633,85
20001188,33
20015520,24
20015507,35
20016033,64
20053100,25
20006777,37
20007014,68
20007326,22
30016068,24
30016055,29
10088238,2
20218343,1
20016252,3
30005399,5
30005344,4
40200003,"1,500"
20010740,2
30004303,82
20013482,1
20011294,3
20101206,18
20216830,1
20008073,2
20010057,5
20102957,2
30004304,2
30005714,4
20007171,16
20050899,48
20051481,23
20051505,39
20052317,55
10037088,653
10115312,27
20000962,1
20006990,32
20052253,4
20052320,4
20008046,24
20008047,28
20008791,26
20008792,31
20009240,21
20008866,2
20008958,61
20009243,2
20010481,1
20014892,5
20052173,1
20098934,4
20098997,4
20099015,1
20222600,2
20008956,45
20008962,29
20014883,27
20014897,13
20014920,2
20059223,50
20000999,4
20001024,36
20015388,5
20015417,31
20006843,17
20006865,1
20015225,15
20009226,16
20051665,20
20009109,8
20009114,3
20009218,4
20009222,8
20009223,3
20012256,9
20051587,4
20052113,11
20215044,1
20215045,1
20011122,2
20010436,1
20013529,4
20013937,1
30003361,180
30004811,267
20010557,3
20010559,5
30005215,8
20001101,38
20011316,5
20052502,1
20052641,1
20052718,4
20052727,1
20064981,4
20011393,609
20011402,62
20011387,135
10115310,40
10115311,34
10115313,15
20001028,1
20009270,2
20012072,2
20065003,7
20014435,1
20052703,4
30005496,1
30005497,6
30005501,10
30005504,1
30005533,1
30049808,1
20098652,4
20010660,6
20052608,1
20052609,1
20064998,1
20065015,8
20065058,5
20052712,1
20064986,1
20065051,2
20065055,27
30000172,5
20006668,4
20015315,4
20051797,1
20052581,2
20098688,1
20099060,1
30002414,22
30005506,1
70101705,1
70101706,2
30005507,3
30005537,3
30005509,1
30005528,9
20052706,3
20065038,1
20065056,5
20007185,6
20052240,22
20052303,22
20052723,1
20052726,3
20003962,1
20014507,1
20052540,1
20052709,2
20052725,1
30005505,5
30017408,128
30017409,47
30005301,2
30005548,17
30005562,14
30005508,3
30005546,1
20057116,2
20057117,1
20057118,1
20057119,2
20010077,4
20011083,1
20011089,5
20016256,3
20057114,8
20059075,1
20003966,23
20011189,2
20065016,1
20102987,7
20059076,1
30003515,1
30005495,12
30005500,9
30005526,4
30019304,1
30005492,18
30005514,5
30005555,5
20052574,1
20052646,2
20064983,1
20052673,2
20052671,1
20052550,1
20052551,3
20052528,2
20052539,1
20052548,1
20052611,2
20052621,1
20065041,1
20052529,2
20052546,2
20052554,4
20052535,1
20052562,1
20052571,1
20052575,1
20052704,1
20010426,2
20010446,2
20010460,6
20010480,3
20010482,3
20010493,1
20010500,3
20010520,1
20010525,2
20010529,1
20010535,1
20010547,1
20010558,1
20010563,1
20011087,4
20011110,1
20010419,1
20010468,5
20010533,4
20010541,1
20010544,1
20010554,31
20010578,1
20011947,4
20010420,2
20010444,10
20010449,1
20010477,2
20010503,12
20010571,1
20010427,1
20010435,2
20010458,8
20010469,1
20010488,1
20010494,6
20010496,2
20010567,1
20010572,2
20056816,1
20010448,3
20010457,1
20010461,2
20010464,3
20010528,1
20010537,1
20010565,5
20010453,1
20010476,3
20010534,6
20010543,4
20010658,2
20010429,2
20010455,6
20010465,18
20010555,30
20010413,13
20010447,2
20010466,3
20010479,1
20010508,1
20010511,1
20010516,2
20010517,1
20010526,2
20012603,40
20015158,7
20011289,1
20011322,1
20011323,1
20011336,1
20015157,8
20011293,3
20011318,1
20011319,2
20011327,1
20003547,11
30005244,3
30006625,"1,450"
20010412,10
20010434,1
20010485,3
20010586,2
20098955,1
20010428,1
20010440,1
20010467,6
20010491,2
20010498,1
20010501,1
40200609,"1,000"
40200609,2
20010366,3
20010576,1
20012513,48
20014264,5
20010462,2
20010463,1
20010474,7
20010545,2
20010583,1
20010585,6
20010443,2
20010505,2
20010532,75
20010483,2
20010515,10
20010561,18
20012647,19
20012648,17
20014909,23
30006221,12
20008846,3
30003180,10
30003207,3
20013849,112
20214509,4
20016225,5
30011861,"6,070"
30011864,400
20009870,74
20016016,"2,395"
20016016,8
20016055,7
30011852,"4,262"
20011738,9
20011739,5
20011973,5
20016154,32
20064888,2
30011857,17
20016158,18
20064887,9
20011678,629
20011678,8
30010525,16
20215885,2
20215837,3
30001766,60
30001731,58
30011835,57
30011846,4
30002902,45
20052766,24
30001730,24
30001728,34
30001774,40
20016179,6
20009860,54
20009861,55
20001008,1
20054238,6
20010047,9
20009864,21
20009865,21
20009871,72
20008086,11
20008088,12
20008373,6
20008451,2
20008705,1
20010163,1
20009906,14
20011217,6
20011395,52
20011398,10
20011400,9
30001765,10
20012361,26
20013187,20
20013542,3
20013684,8
20015767,4
20015739,5
20009907,60
20050990,3
20051150,7
20051180,15
20051384,12
20051386,23
20051464,25
20006889,5
20057167,43
20051359,3
30001824,7
20098059,63
20098073,27
20009908,72
20051425,17
20051384,23
20051385,23
20015820,5
20007012,17
20008656,12
20055925,2
20009910,25
20051566,76
20007870,52
20015903,12
20007871,29
20007874,11
20007875,3
20007877,15
20007887,1
20007889,16
20008703,2
20008748,4
20009911,4
20015581,609
20009923,7
20009929,119
20009930,1
20009931,1
20009933,102
20009951,2
20009952,1
20009965,10
20009966,22
20009971,1
20009994,1
20010014,88
20010025,7
20010037,1
20010038,1
20010039,71
20010046,12
20008025,7
20004566,2
20057158,2
20016063,4
20016081,1
20016139,15
20016155,6
20016173,3
20016175,3
20016183,2
20016184,78
20016187,4
30001727,17
20001697,15
20002070,9
20002394,363
20006800,5
20006999,4
20007007,9
20007080,3
20007085,22
20007094,7
20007168,79
20007858,10
20007958,22
20008077,18
20008079,3
20008081,10
20008082,10
20008083,5
20008084,5
30009470,2
30005186,34
30005201,15
30005202,10
20013347,3
20014022,59
20014155,32
20001295,8
20001377,645
20015959,237
20013348,14
20005668,21
20015974,13
20015989,249
20015989,9
20059221,66
20013354,5
20006629,25
20006639,5
20013343,33
20006620,6
20006634,11
20012663,17
20015990,78
20103309,10
20098043,49
20098046,29
20098061,3
20098048,24
20098057,26
20098060,13
20098062,2
20098081,40
20014693,50
20098067,51
20003050,4
20003554,2
20004234,8
20012885,1
20012886,1
20013403,2
20014900,6
20016082,4
20099071,2
20003518,1
20012738,1
20012950,4
20013153,2
30009707,1
30009728,1
30009743,2
20058553,4
20011403,47
20011414,31
20011423,41
20057936,9
30009697,6
30009731,1
20012529,17
20015810,16
20006874,14
20014779,8
30003312,1
20013386,59
30008734,18
30004954,42
30004955,48
20072663,6
20074220,2
20075453,1
20075454,1
20078531,1
20078550,2
20080390,2
20086285,1
20088104,2
20102320,1
20102321,2
20071895,2
20085203,21
20085230,14
20086441,6
20097691,20
30017077,1
20084801,2
20085595,1
20085461,7
20085462,6
