Material,Total Qty
20224236,1
20224422,7
20224439,1
20224448,1
20224449,1
20224450,1
20224454,1
20224480,1
20224492,1
20224502,1
20224528,3
20224529,1
20224549,1
20224574,2
20224606,1
20224619,30
20224621,2
20224625,2
20224688,1
20224691,1
20224726,1
20224727,1
20224728,1
20224729,1
20224759,1
20224779,1
20224812,2
20224827,1
20224865,1
20224875,3
20224876,1
20224910,1
20224911,1
20224912,1
20225048,1
20225049,1
20225050,1
20225051,1
20225052,1
20225053,1
20225054,1
20225055,1
20225107,1
20225120,1
20225121,1
20225123,1
20225125,2
20225126,1
20225127,2
20225128,2
20225131,10
20225132,1
20225134,1
20225214,1
20225267,2
20225373,12
20225380,2
20225385,1
20225410,13
20225417,2
20225441,3
20225512,2
20225516,1
20225517,1
20225522,1
20225529,1
20225545,1
20225546,1
20225547,1
20225562,1
20225565,1
20225571,3
20225600,1
20225630,1
20225638,1
20225639,1
20225640,3
20225665,5
20225723,2
20225751,1
20225752,1
20225754,1
20225766,1
20225767,1
20225775,1
20225779,1
20225842,2
20225901,2
20225902,1
20225965,4
20225974,1
20226006,2
20226025,1
20226026,1
20226027,1
20226028,3
20226029,1
20226030,1
20226031,2
20226047,2
20226048,25
20226053,2
20226054,2
20226055,2
20226056,2
20226057,2
20226058,2
20226059,2
20226060,2
20226061,1
20226062,1
20226070,9
20226071,11
20226099,1
20226101,1
20226127,1
20226138,4
20226142,1
20226143,1
20226144,1
20226151,1
20226159,2
20226171,1
20226188,1
20226222,1
20226224,2
20226225,2
20226249,1
20226278,1
20226279,1
20226281,1
20226282,2
20226283,1
20226284,1
20226287,1
20226288,1
20226290,1
20226442,1
20226443,2
20226444,4
20226445,4
20226446,2
20226447,2
20226448,2
20226449,4
20226450,4
20226451,4
20226452,2
20226485,2
20226510,10
20226511,10
20226538,1
20226547,1
20226556,6
20226580,1
20226586,1
20226587,1
20226598,2
20226609,2
20226616,2
20226620,4
20226622,1
20226625,1
20226642,1
20226672,1
20226681,4
20226691,1
20226705,6
20226786,4
20226789,1
20226790,1
20226812,1
20226847,4
20226915,1
20226924,2
20226926,1
20226927,1
20226928,1
20226961,1
20226964,1
20226987,2
20227005,2
20227011,1
20227020,8
20227032,7
20227037,6
20227042,2
20227058,2
20227062,1
20227139,10
20227140,2
20227152,1
20227201,1
20227211,4
20227212,4
20227226,1
20227253,1
20227255,1
20227269,3
20227274,1
20227275,1
20227283,1
20227284,1
20227315,1
20227333,2
20227334,2
20227344,1
20227346,1
20227349,1
20227361,2
20227407,5
20227421,1
20227428,1
20227481,1
20227483,1
20227484,1
20227485,1
20227486,1
20227487,1
20227488,8
20227503,5
20227509,1
20227524,1
20227566,1
20227580,1
20227581,2
20227582,2
20227596,16
20227601,14
20227607,2
20227630,2
20227644,1
20227658,1
20227660,1
20227661,1
20227662,1
20227674,1
20227684,4
20227692,4
20227709,5
20227727,1
20227729,1
20227735,1
20227743,1
20227761,1
20227762,1
20227767,1
20227822,1
20227831,1
20227840,1
20227844,1
20227848,1
20227850,2
20227851,2
20227853,2
20227854,2
20227855,2
20227856,2
20227857,2
20227858,2
20227860,3
20227879,1
20227901,4
20227916,1
20227918,1
20227919,1
20227920,1
20227921,1
20227922,1
20227929,1
20227947,1
20227952,2
20227954,1
20227978,2
20228020,4
20228063,1
20228064,1
20228065,1
20228068,1
20228138,2
20228160,1
20228180,1
20228226,1
20228227,1
20228229,1
20228230,1
20228354,1
20228355,1
20228356,1
20228359,2
20228398,1
20228404,1
20228474,1
20228546,1
20228629,5
20228635,1
20228658,4
20228659,1
20228660,1
20228661,4
20228733,8
20228784,2
20229101,1
20229187,1
20229191,1
20229210,1
20229211,1
20229212,1
20229213,1
20229214,1
20229233,2
20229260,1
20229311,2
20229344,1
20229449,5
30000072,5
30000116,1
30000122,13
30000124,1
30000138,7
30000143,1
30000150,6
30000156,3
30000172,1
30000177,2
30000205,1
30000211,3
30000217,8
30000235,7
30000246,3
30000289,1
30000306,12
30000310,1
30000316,2
30000328,1
30000332,8
30000367,1
30000369,1
30000371,3
30000416,1
30000419,1
30000424,6
30000431,1
30000440,1
30000443,3
30000445,1
30000555,1
30000559,1
30000694,30
30000702,2
30000727,2
30000728,4
30000751,1
30000755,1
30000766,1
30000769,10
30000772,2
30000780,3
30000781,1
30000785,3
30000790,1
30000801,1
30000804,1
30000814,2
30000815,2
30000816,1
30000817,1
30000843,1
30000843,4
30000988,2
30001009,1
30001049,1
30001061,1
30001083,1
30001184,1
30001202,1
30001204,1
30001207,1
30001215,1
30001222,1
30001226,1
30001235,1
30001249,1
30001281,1
30001282,2
30001282,4
30001283,1
30001284,1
30001291,2
30001294,1
30001302,1
30001310,1
30001311,1
30001318,2
30001343,1
30001410,1
30001422,4
30001441,1
30001445,2
30001446,2
30001453,1
30001457,2
30001469,1
30001470,1
30001473,2
30001473,5
30001478,1
30001543,1
30001551,4
30001584,4
30001587,1
30001624,4
30001639,4
30001640,4
30001643,4
30001645,2
30001659,1
30001695,4
30001711,201
30001711,5
30001719,24
30001719,2
30001720,19
30001720,4
30001721,84
30001722,6
30001737,2
30001745,4
30001746,1
30001746,5
30001756,1
30001788,2
30001789,3
30001798,2
30001806,38
30001810,2
30001847,2
30001873,6
30001885,2
30001885,2
30001904,6
30001910,2
30001978,1
30001989,4
30002015,10
30002039,2
30002044,4
30002090,1
30002092,10
30002100,24
30002115,4
30002116,6
30002118,7
30002123,300
30002125,10
30002135,40
30002144,2
30002152,6
30002183,30
30002184,45
30002185,34
30002195,4
30002197,2
30002198,4
30002211,2
30002216,6
30002217,6
30002218,6
30002226,1
30002227,1
30002228,1
30002229,1
30002231,1
30002238,1
30002239,8
30002240,4
30002245,69
30002246,38
30002271,6
30002272,6
30002273,6
30002277,2
30002278,2
30002279,2
30002284,6
30002285,8
30002286,6
30002287,1
30002288,3
30002289,10
30002290,2
30002293,72
30002295,20
30002297,20
30002298,10
30002300,64
30002301,66
30002303,4
30002304,8
30002309,10
30002310,6
30002311,2
30002312,6
30002313,4
30002316,4
30002317,2
30002318,2
30002319,26
30002320,26
30002321,8
30002322,6
30002323,14
30002324,10
30002368,8
30002369,9
30002455,2
30002472,1
30002495,34
30002496,4
30002507,2
30002532,1
30002536,4
30002544,2
30002545,3
30002577,3
30002579,3
30002581,1
30002582,1
30002589,8
30002593,1
30002594,3
30002594,1
30002595,11
30002604,1
30002610,3
30002611,2
30002615,4
30002615,1
30002627,23
30002694,1
30002703,27
30002703,1
30002704,309
30002704,4
30002706,74
30002720,3
30002724,1
30002729,2
30002732,6
30002733,7
30002745,1
30002770,3
30002773,1
30002784,7
30002802,1
30002900,3
30002918,3
30002918,1
30002923,1
30002925,1
30002929,2
30002943,1
30002948,2
30002958,7
30002958,3
30002960,5
30002961,2
30002966,1
30002977,10
30003012,1
30003023,1
30003024,1
30003048,2
30003180,1
30003185,2
30003219,1
30003246,2
30003258,7
30003274,29
30003284,4
30003286,1
30003334,5
30003337,130
30003342,194
30003348,17
30003379,1
30003404,1
30003420,1
30003442,1
30003474,27
30003476,1
30003543,8
30003569,4
30003589,1
30003694,1
30003829,1
30003919,1
30003946,1
30004042,1
30004326,1
30004327,1
30004331,4
30004346,1
30004347,1
30004355,2
30004458,2
30004543,3
30004553,1
30004566,1
30004569,2
30004580,1
30004584,1
30004585,1
30004635,2
30004794,1
30004857,3
30004870,1
30004919,25
30004933,1
30004951,1
30004953,1
30004956,1
30004957,1
30004962,37
30004966,1
30004999,1
30005011,2
30005021,1
30005038,3
30005039,20
30005072,1
30005096,4
30005097,1
30005098,3
30005156,2
30005197,2
30005216,2
30005217,9
30005218,1
30005221,1
30005289,1
30005360,1
30005454,1
30005473,1
30005490,9
30005499,2
30005509,1
30005515,1
30005588,2
30005593,21
30005596,1
30005604,7
30005604,2
30005609,49
30005615,2
30005647,1
30005686,11
30005697,2
30005746,2
30005754,44
30005757,1
30005763,5
30005771,120
30005801,4
30005824,1
30005853,7
30005991,95
30005992,20
30006022,151
30006042,58
30006057,8
30006065,8
30006070,5
30006098,2
30006099,3
30006106,6
30006138,603
30006159,41
30006202,250
30006208,10
30006218,8
30006223,38
30006226,5
30006321,15
30006386,17
30006433,1
30006433,19
30006434,1
30006434,7
30006437,3
30006438,1
30006479,76
30006481,224
30006482,228
30006534,1
30006536,526
30006593,1
30006593,175
30006594,0
30006596,5
30006609,1
30006612,1
30006613,1
30006620,10
30006621,2
30006643,4
30006661,33
30006677,1
30006698,30
30006713,1
30006732,1
30006736,38
30006737,20
30006740,1
30006757,17
30006768,205
30006783,2
30006793,43
30006794,6
30006802,2
30006807,1
30006811,8
30006812,1
30006828,2
30006833,4
30006842,11
30006843,21
30006853,1
30006855,8
30006856,332
30006857,98
30006858,38
30006860,195
30006862,42
30006863,76
30006879,4
30006892,2
30006914,10
30006915,2
30006916,20
30007015,400
30007016,2
30007057,5
30007122,111
30007137,190
30007140,10
30007142,29
30007143,"1,670"
30007144,17
30007158,2
30007162,1
30007218,19
30007289,1
30007368,1
30007368,4
30007370,3
30007374,5
30007379,4
30007386,4
30007390,5
30007393,5
30007398,12
30007404,1
30007407,2
30007409,1
30007414,1
30007452,1
30007453,9
30007460,1
30007460,1
30007465,1
30007477,2
30007493,2
30007498,2
30007503,1
30007527,1
30007559,1
30007572,1
30007581,2
30007585,1
30007641,1
30007647,1
30007656,1
30007704,1
30007728,1
30007825,1
30007847,4
30007855,1
30007876,1
30007886,3
30007891,1
30007896,1
30007920,2
30007924,12
30007999,3
30008014,2
30008019,2
30008039,1
30008126,1
30008316,44
30008344,2
30008348,6
30008358,4
30008378,20
30008395,8
30008396,5
30008405,1
30008415,56
30008436,1
30008454,58
30008455,16
30008456,12
30008457,36
30008458,164
30008459,66
30008476,2
30008477,2
30008484,3
30008488,1
30008494,1
30008512,6
30008513,6
30008517,1
30008539,4
30008540,4
30008580,2
30008611,2
30008615,8
30008626,18
30008626,6
30008653,5
30008666,4
30008671,2
30008713,4
30008824,2
30008825,12
30008826,12
30008832,1
30008839,12
30008847,92
30008853,8
30008854,4
30008860,2
30008868,15
30008871,24
30008872,36
30008875,4
30008878,26
30008880,2
30008881,4
30008895,1
30008896,1
30008897,4
30008903,1
30008908,4
30008921,1
30008957,1
30008972,3
30008975,11
30008980,5
30008983,1
30008988,2
30008989,7
30008994,8
30008998,2
30009004,2
30009014,1
30009015,1
30009021,1
30009033,2
30009063,2
30009131,76
30009133,1
30009134,38
30009136,20
30009148,4
30009149,4
30009162,38
30009163,76
30009177,17
30009178,17
30009188,2
30009290,1
30009371,5
30009372,42
30009388,1
30009389,1
30009390,1
30009439,143
30009453,3
30009466,4
30009471,"2,804"
30009473,40
30009480,38
30009494,7
30009500,16
30009502,21
30009504,18
30009505,2
30009604,1
30009663,50
30009664,0
30009669,3
30009676,0
30009727,2
30009755,16
30009758,2
30009773,1
30009781,1
30009817,2
30009819,1
30009928,2
30009960,15
30010045,"20,000"
30010077,"3,086"
30010080,"1,532"
30010110,36
30010122,52
30010239,3
30010407,24
30010959,2
30010997,149
30011001,2
30011116,196
30011307,2
30011324,2
30011370,2
30011371,2
30011371,2
30011384,1
30011408,4
30011419,2
30011434,1
30011440,18
30011442,5
30011448,2
30011461,2
30011461,1
30011474,1
30011484,2
30011575,1
30011582,1
30011587,1
30011594,1
30011622,1
30011642,1
30011662,1
30011667,1
30011677,1
30011686,1
30011703,11
30011746,9
30011755,3
30011766,2
30011785,3
30011861,63
30011862,250
30011880,3
30011890,2
30011897,8
30011923,1
30011937,1
30011939,1
30012030,1
30012044,19
30012055,1
30012061,5
30012062,2
30012064,9
30012066,9
30012067,1
30012067,1
30012079,9
30012097,34
30012098,3
30012100,2
30012106,9
30012110,9
30012111,1
30012113,9
30012114,1
30012120,1
30012123,21
30012123,1
30012131,1
30012133,12
30012135,10
30012151,5
30012160,1
30012164,1
30012170,1
30012181,2
30012201,1
30012219,1
30012224,1
30012228,2
30012268,1
30012288,1
30012330,1
30012331,2
30012340,3
30012342,4
30012343,2
30012344,9
30012345,9
30012346,9
30012361,14
30012383,1
30012387,1
30012460,1
30012464,1
30012520,8
30012566,1
30012573,1
30012599,1
30012602,3
30012650,2
30012785,1
30012801,1
30012861,2
30012945,1
30013005,12
30013014,9
30013325,50
30013326,2
30013327,30
30013328,10
30013329,10
30013330,10
30013355,10
30013367,1
30013369,1
30013374,1
30013375,1
30013488,1
30013924,1
30013925,1
30013926,1
30013927,4
30013979,3
30014369,1
30014370,5
30014371,5
30014372,5
30014373,2
30014374,1
30014397,3
30014431,3
30014432,3
30014585,5
30014601,10
30014613,256
30014614,663
30014723,3
30014755,2
30014772,20
30014976,1
30015033,1
30015034,1
30015035,30
30015036,1
30015037,1
30015038,2
30015068,1
30015073,1
30015235,2
30015592,1
30015617,1
30015618,2
30015619,2
30015647,2
30015654,20
30015670,1
30015671,1
30015707,1
30015720,270
30015721,260
30015722,160
30015723,360
30015724,160
30015725,160
30015726,100
30015727,80
30015728,160
30015790,1
30015792,4
30015794,38
30015794,155
30015795,3
30015798,8
30015805,4
30015806,14
30015807,3
30015828,1
30015842,20
30015843,2
30015848,80
30015852,6
30015859,30
30015882,8
30015884,3
30015885,1
30015888,400
30015896,776
30015897,2
30015898,15
30015900,1
30015901,3
30015902,8
30015903,376
30015907,32
30015907,142
30015908,164
30015909,164
30015918,8
30015919,8
30015926,388
30015932,400
30015947,180
30016012,96
30016019,8
30016034,8
30016035,8
30016044,2
30016049,33
30016078,1
30016080,1
30016085,1
30016102,8
30016117,14
30016141,4
30016154,1
30016171,1
30016177,3
30016186,2
30016197,8
30016239,1
30016245,1
30016247,1
30016251,5
30016268,12
30016271,2
30016276,4
30016279,2
30016329,5
30016380,5
30016385,4
30016385,1
30016388,1
30016411,2
30016454,1
30016480,1
30016506,2
30016545,3
30016566,3
30016603,1
30016606,1
30016610,1
30016611,1
30016612,2
30016646,2
30016668,22
30016669,6
30016670,8
30016690,13
30016691,8
30016692,7
30016694,1
30016730,40
30016731,99
30016732,2
30016733,2
30016735,1
30016736,1
30016749,1
30016756,9
30016786,15
30016806,1
30016808,1
30016811,5
30016821,18
30016840,25
30016843,3
30016848,100
30016849,20
30016850,20
30016887,134
30016887,10
30016888,10
30016899,1
30016927,2
30016929,24
30016935,1
30016945,9
30016946,37
30016946,1
30016947,1
30016948,1
30016961,2
30016986,9
30017046,1
30017047,40
30017048,35
30017058,6
30017076,39
30017078,17
30017089,33
30017100,1
30017104,3
30017104,2
30017106,3
30017106,1
30017107,1
30017120,5
30017124,2
30017140,1
30017160,1
30017202,170
30017210,60
30017210,1
30017215,11
30017217,10
30017236,4
30017264,1
30017296,55
30017310,1
30017311,1
30017313,1
30017316,1
30017320,8
30017325,52
30017333,1
30017364,1
30017365,1
30017415,1
30017424,1
30017425,1
30017434,2
30017465,32
30017466,17
30017466,206
30017472,71
30017473,11
30017473,294
30017474,658
30017474,"2,315"
30017475,550
30017475,"3,267"
30017478,1
30017479,19
30017480,46
30017481,33
30017482,7
30017483,14
30017483,296
30017484,160
30017488,10
30017505,11
30017567,1
30017568,14
30017570,1
30017572,1
30017573,2
30017574,1
30017575,1
30017584,12
30017588,2
30017608,4
30017627,51
30017654,30
30017656,"4,526"
30017657,"2,316"
30017657,100
30017658,9
30017659,250
30017660,35
30017660,100
30017661,50
30017662,221
30017663,140
30017664,61
30017665,27
30017666,17
30017667,144
30017668,50
30017676,3
30017701,86
30017702,18
30017762,7
30017820,5
30017821,27
30017832,43
30017868,17
30017874,1
30017875,9
30017875,1
30017876,16
30017880,14
30017881,7
30017882,20
30017886,2
30017887,4
30017892,4
30017906,4
30017910,200
30017911,0
30017912,1
30017912,500
30017914,52
30017916,19
30017917,70
30017932,1
30017935,0
30017945,31
30017951,149
30017952,3
30017968,7
30017973,61
30017973,7
30017983,38
30017984,2
30018001,12
30018003,34
30018010,60
30018011,151
30018012,10
30018020,50
30018021,4
30018022,33
30018028,35
30018029,1
30018032,18
30018033,100
30018046,"1,021"
30018047,18
30018078,187
30018079,188
30018081,12
30018085,16
30018095,"1,517"
30018096,14
30018097,362
30018118,230
30018122,155
30018133,772
30018147,459
30018159,95
30018162,10
30018165,166
30018175,196
30018205,1
30018226,1
30018230,30
30018239,3
30018241,7
30018246,7
30018255,7
30018256,3
30018257,68
30018259,46
30018261,1
30018267,6
30018273,1
30018277,1
30018278,1
30018282,1
30018287,1
30018292,2
30018293,1
30018304,30
30018312,48
30018314,5
30018316,4
30018322,2
30018323,4
30018328,18
30018329,"4,231"
30018332,274
30018334,"1,752"
30018336,54
30018340,32
30018361,72
30018363,180
30018364,70
30018366,6
30018367,3
30018398,23
30018399,31
30018402,200
30018402,250
30018409,4
30018420,1
30018440,1
30018442,1
30018445,1
30018447,3
30018455,45
30018468,26
30018469,8
30018480,2
30018485,2
30018486,11
30018488,16
30018515,1
30018554,9
30018558,"1,985"
30018561,15
30018562,8
30018584,1
30018650,2
30018651,3
30018652,5
30018693,2
30018694,4
30018709,4
30018756,4
30018757,20
30018797,5
30018800,1
30018806,10
30018809,1
30018811,1
30018826,95
30018827,98
30018828,98
30018829,104
30018868,43
30018894,1
30018906,2
30018913,2
30018931,1
30018940,20
30018946,4
30019049,60
30019085,1
30019188,1
30019203,1
30019204,2
30019214,7
30019226,2
30019234,1
30019252,286
30019253,38
30019255,332
30019256,108
30019259,8
30019260,8
30019261,2
30019263,15
30019264,10
30019265,10
30019266,10
30019289,1
30019322,150
30019323,150
30019324,5
30019325,5
30019326,5
30019333,10
30019336,1
30019350,2
30019353,10
30019364,1
30019382,1
30019409,1
30019414,1
30019415,1
30019416,1
30019423,1
30019427,2
30019497,1
30019501,1
30019532,1
30019535,1
30019574,2
30019602,2
30019612,2
30019649,1
30019668,1
30019673,4
30019699,1
30019762,2
30019786,1
30019787,1
30019792,1
30019801,30
30019817,3
30019818,3
30019818,4
30019825,1
30019828,2
30019829,2
30019841,1
30019847,1
30019849,1
30019852,202
30019853,32
30019854,1
30019855,1
30019872,3
30019873,3
30019874,3
30019875,3
30019876,3
30019877,3
30019878,3
30019879,3
30019880,3
30019881,3
30019882,3
30019883,3
30019884,3
30019885,3
30019886,3
30019887,5
30019888,5
30019891,3
30019893,17
30019894,10
30019895,10
30019896,10
30019897,10
30019898,7
30019899,7
30019901,8
30019906,10
30019911,2
30019913,1
30019934,10
30045118,10
30046068,20
30048249,3
30049190,2
30049259,4
30049809,1
30049811,200
30049812,600
30049813,200
30049834,1
30049835,1
30049910,2
30049951,2
30051528,250
30051530,150
30051531,"1,000"
30051533,200
30051534,"1,000"
30051536,500
30051537,200
30051563,5
30051580,3
30051582,5
30053564,1
30053566,2
30053567,2
30053568,2
30053590,4
30053591,2
30053592,2
30053593,1
30053594,49
30053655,9
30053656,1
30053691,2
30053708,60
30053778,1
30053809,2
30053810,2
30053811,2
30053814,1
30053816,1
30053817,1
30053819,1
30053876,1
30053886,1
30053894,4
30053897,2
30053907,2
30053954,2
30053956,2
30053995,4
30054017,1
30054019,1
30054140,1
30054151,1
30054179,2
30054189,1
30054247,1
30054250,158
30054258,1
30054259,1
30054260,1
30054268,2
30054269,2
30054270,2
30054271,2
30054272,2
30054324,1
30054352,2
30054353,1
30054360,5
30054362,2
30054365,1
30054366,1
30054367,2
30054398,1
30054400,6
30054401,9
30054402,3
30054406,22
30054407,21
30054413,1
30054419,1
30054446,7
30054510,6
30054511,8
30054544,1
30054614,2
30054641,5
30054642,1
30054662,1
30054663,1
30054664,1
30054750,1
30054765,2
30054777,2
30054783,1
30054784,2
30054786,3
30054898,2
30054899,1
30055022,2
30055116,10
30055121,20
30055152,12
30055161,2
30055165,12
30055173,3
30055175,5
30055178,5
30055193,3
30055199,2
30055200,4
30055205,1
30055207,48
30055250,1
30055251,1
30055252,2
30055253,2
30055254,2
30055256,1
30055257,1
30055265,1
30055317,1
30055336,10
30055408,2
30055412,13
30055412,1
30055413,20
30055413,2
30055414,2
30055415,2
30055416,6
30055417,2
30055418,3
30055419,12
30055421,2
30055423,2
30055424,1
30055436,1
30055437,1
30055438,1
30055439,1
30055440,1
30055441,1
30055442,1
30055443,2
30055444,1
30055445,3
30055446,12
30055447,3
30055448,1
30055449,1
30055450,1
30055451,1
30055452,1
30055454,1
30055455,1
30055456,1
30055489,1
30055498,2
30055532,6
30055662,6
30055669,2
30055714,2
30055727,8
30055728,4
30055749,3
30055751,3
30055771,1
30055772,1
30055806,1
30055809,6
30055814,4
30055815,1
30055816,1
30055817,4
30055818,4
30055819,2
30055820,2
30055821,1
30055833,4
30055834,1
30055847,2
30055848,1
30055849,1
30055881,10
30055951,2
30055952,1
30055953,2
30055955,8
30055957,2
30055958,1
30055959,1
30055960,2
30055963,12
30055996,1
30056012,2
30056058,2
30056100,1
30056103,1
30056108,42
30056119,1
30056121,1
30056208,6
30056259,4
30056267,1
30056316,1
30056331,1
30056333,2
30056334,2
30056354,1
30056355,1
30056421,6
30056462,1
30056470,4
30056472,2
30056551,1
30056583,2
30056595,2
30056596,1
30056597,2
30056598,1
30056599,1
30056600,1
30056602,3
30056604,25
30056605,25
30056606,3
30056607,3
30056608,5
30056609,2
30056619,1
30056662,20
30056715,10
30056725,1
30056829,1
30056830,10
30056831,1
30056844,2
30056868,5
30056885,66
30056886,40
30056887,19
30056888,20
30056889,2
30056890,10
30056891,2
30056893,10
30057060,4
30057070,8
30057071,4
30057073,1
30057074,20
30057095,1
30057138,4
30057138,4
30057162,1
30057216,2
30057232,1
30057238,4
30057265,1
30057346,2
30057348,2
30057424,4
30057460,2
30057467,1
30057470,3
30057471,1
30057487,1
30057544,120
30057637,8
30057638,4
30057644,2
30057781,1
35000002,2
35000003,56
35000008,1
35000011,2
35000011,2
35000012,20
35000015,6
35000015,2
35000016,5
35000020,45
35000020,16
35000023,28
35000023,17
35000023,11
35000024,1
35000024,33
35000027,23
35000028,16
35000028,37
35000030,4
35000034,2
35000036,3
35000039,4
35000041,5
35000042,10
35000044,1
35000047,2
35000049,1
35000049,2
35000050,2
35000052,734
35000052,549
35000052,540
35000053,104
35000053,111
35000054,45
35000055,1
35000061,10
35000066,10
35000072,80
35000072,1
35000072,1
35000074,1
35000075,5
35000075,81
35000075,6
35000075,6
35000077,1
35000078,358
35000078,62
35000078,10
35000078,4
35000080,31
35000081,37
35000081,1
35000082,31
35000082,2
35000083,2
35000085,6
35000092,1
35000093,1
35000093,2
35000093,1
35000094,1
35000095,1
35000100,1
35000101,1
35000101,4
35000102,1
35000102,1
35000105,4
35000108,1
35000112,1
35000115,1
35000116,2
35000125,1
35000127,2
35000134,1
35000138,1
35000139,16
35000139,4
35000141,1
35000141,1
35000147,1
35000148,1
35000149,2
35000150,9
35000152,4
35000152,1
35000152,3
35000153,6
35000153,4
35000154,1
35000156,1
35000156,4
35000162,2
35000164,13
35000167,1
35000171,89
35000173,36
35000178,10
35000181,2
35000200,2
35000200,1
35000202,1
35000203,1
35000203,8
35000205,1
35000208,1
35000208,2
35000211,47
35000211,53
35000212,1
35000213,74
35000216,8
35000224,5
35000224,21
35000226,17
35000228,8
35000229,4
35000230,2
35000231,1
35000232,9
35000234,7
35000234,10
35000234,46
35000235,1
35000236,396
35000236,76
35000236,11
35000241,2
35000241,24
35000241,20
35000241,1
35000242,2
35000242,46
35000242,5
35000246,2
35000248,14
35000248,14
35000250,1
35000252,22
35000253,"1,149"
35000253,30
35000254,5
35000257,9
35000258,11
35000259,6
35000261,16
35000262,1
35000264,10
35000265,1
35000266,1
35000267,6
35000267,16
35000267,1
35000268,38
35000268,5
35000273,61
35000275,12
35000275,43
35000276,1
35000276,3
35000276,14
35000277,58
35000277,195
35000278,22
35000278,5
35000279,39
35000279,2
35000281,22
35000281,18
35000281,5
35000282,111
35000284,13
35000286,17
35000287,3
35000288,7
35000288,34
35000289,21
35000289,20
35000290,2
35000291,1
35000294,3
35000295,2
35000301,1
35000303,11
35000304,10
35000305,2
35000306,38
35000308,3
35000311,5
35000316,2
35000317,6
35000319,1
35000320,6
35000321,2
35000323,1
35000338,1
35000343,2
35000346,19
35000346,12
35000348,6
35000348,1
35000374,2
35000375,2
35000377,4
35000377,61
35000377,4
35000377,13
35000378,79
35000383,280
35000383,409
35000384,25
35000384,"1,449"
35000385,145
35000385,124
35000386,"2,243"
35000386,"1,101"
35000386,12
35000386,104
35000387,390
35000388,"1,051"
35000388,"2,511"
35000388,"2,225"
35000389,50
35000390,11
35000390,10
35000390,5
35000391,20
35000394,300
35000394,"1,204"
35000394,"1,030"
35000396,675
35000397,225
35000397,650
35000398,3
35000401,1
35000402,2
35000412,5
35000412,12
35000412,47
35000413,16
35000418,1
35000420,2
35000423,10
35000423,29
35000424,51
35000424,487
35000424,515
35000432,4
35000435,78
35000437,164
35000440,"1,245"
35000440,"6,785"
35000441,17
35000445,73
35000446,39
35000448,11
35000448,2
35000452,17
35000453,2
35000454,12
35000455,2
35000474,2
35000474,2
35000475,4
35000478,5
35000478,1
35000479,18
35000479,2
35000480,6
35000485,9
35000486,5
35000488,"1,000"
35000488,"1,465"
35000489,15
35000490,2
35000495,40
35000495,6
35000495,3
35000498,13
35000500,2
35000500,10
35000507,1
35000507,1
35000507,1
35000509,1
35000519,1
35000520,1
35000522,2
35000523,2
35000526,2
35000527,1
35000528,1
35000532,2
35000533,1
35000534,3
35000539,4
35000539,22
35000539,2
35000539,22
35000540,2
35000541,1
35000545,1
35000546,1
35000549,2
35000558,4
35000560,2
35000561,26
35000561,21
35000561,2
35000562,26
35000562,20
35000562,2
35000567,6
35000569,2
35000569,3
35000572,11
35000573,3
35000574,7
35000575,20
35000575,59
35000575,27
35000576,21
35000576,21
35000586,4
35000588,60
35000588,34
35000589,4
35000604,97
35000624,1
35000625,3
35000627,1
35000628,1
35002341,1
35002342,20
35002342,1
35002343,39
35002343,40
35002343,4
35002344,1
35002345,3
35002346,4
35002347,6
35002348,35
35002348,29
35002348,6
35002355,5
35002357,2
35002362,22
35002362,1
35002362,2
35002363,10
35002364,127
35002364,10
35002371,9
35002374,4
35002375,80
35002384,3
35002385,13
35002385,3
35002386,3
35002386,4
35002388,950
35002388,782
35002389,5
35002391,31
35002391,82
35002391,1
35002394,1
35002401,1
35002407,2
35002407,5
35002409,3
35002413,1
35002419,2
35002420,1
35002423,2
35002424,3
35002430,1
35002433,2
35002434,3
35002435,1
35002440,2
35002441,1
35002442,7
35002450,1
35002451,1
35002451,3
35002452,7
35002454,2
35002462,6
35002467,1
35002468,7
35002469,25
35002469,4
35002470,3
35002471,2
35002471,2
35002484,5
35002486,15
35002487,40
35002487,2
35002488,175
35002488,17
35002488,1
35002489,39
35002489,12
35002495,50
35002495,101
35002496,6
35002496,11
35002497,3
35002498,1
35002500,11
35002500,21
35002501,88
35002501,91
35002501,126
35002502,8
35002502,89
35002502,209
35002502,84
35002503,1
35002503,12
35002503,46
35002504,9
35002510,14
35002510,2
35002513,2
35002520,296
35002521,11
35002521,6
35002524,28
35002525,8
35002526,1
35002526,2
35002526,37
35002526,10
35002531,2
35002533,7
35002534,24
35002534,5
35002535,1
35002535,88
35002535,62
35002535,92
35002535,5
35002536,10
35002536,4
35002536,3
35002539,11
35002543,2
35002544,7
35002544,12
35002546,2
35002554,11
35002557,5
35002559,2
35002560,10
35002562,45
35002562,3
35002568,1
35002569,3
35002570,10
35002571,12
35002573,7
35002574,2
35002575,154
35002576,23
35002576,6
35002577,1
35002580,35
35002580,1
35002582,20
35002585,16
35002585,534
35002585,138
35002585,6
35002586,367
35002587,35
35002587,84
35002587,453
35002587,22
35002588,19
35002588,229
35002590,180
35002591,119
35002592,17
35002592,2
35002594,49
35002595,4
35002596,1
35002597,16
35002599,1
35002604,2
35002608,1
35002609,2
35002620,1
35002621,5
35002625,1
35002626,1
35002627,2
35002628,4
35002629,1
35002631,2
